delta_true,N,order,replicate,log_bf10_bridge,bf10_bridge,bridge_alt_logml,bridge_null_logml
3,200,d0,20,59.42600900867858,6432618479080857e10,151.31823289353014,91.89222388485156
3,200,d1,20,59.660381625960426,8131572311497932e10,151.54598335246732,91.88560172650689
3,200,d2,20,59.70649988208213,851536822309708e11,151.60278430829518,91.89628442621306
3,200,d3,20,59.71077100119214,8551816156367414e10,151.59701448553656,91.88624348434442
3,20,d0,21,1.669400792739573,5.308985661143211,8.01831802970362,6.348917236964047
3,20,d1,21,1.8068815220102747,6.091421817305041,8.154966602731816,6.348085080721542
3,20,d2,21,1.8807624526722515,6.558503504858012,8.219899177796337,6.339136725124086
3,20,d3,21,1.8630993369585385,6.4436769809689896,8.212354963133366,6.349255626174828
3,50,d0,21,13.196154584761778,538290.9998137533,34.8703845285905,21.67422994382872
3,50,d1,21,13.36843175531563,639493.5125065906,35.04659009954869,21.678158344233058
3,50,d2,21,13.414181884535417,669430.0010221596,35.09380760288332,21.6796257183479
3,50,d3,21,13.430285564568113,680297.5565266319,35.096864774457806,21.666579209889694
3,100,d0,21,32.00544606064855,79394170385491.02,71.22802226622856,39.22257620558001
3,100,d1,21,32.2231391163432,98703262481272.3,71.43704457270783,39.213905456364635
3,100,d2,21,32.28193974211502,104681104225371.56,71.50285154712903,39.220911805014005
3,100,d3,21,32.27934079645664,104409396953185.48,71.50676800308831,39.227427206631674
