epsilon,prior0,post0,log_bf10,method,post0_mcse,delta_true,N,order,replicate
0.93,0.2500148766757213,0.3416666666666667,-0.3123151801097208,ecdf,0.00865891747575018,2,20,d0,1
0.9400000000000001,0.2525882798421982,0.346,-0.31467796430881817,ecdf,0.008684929475821897,2,20,d0,1
0.9500000000000001,0.2551581203080574,0.35,-0.31604972185553565,ecdf,0.008708233651742087,2,20,d0,1
0.9600000000000001,0.25772436661272835,0.354,-0.3174062457633154,ecdf,0.008730864791073104,2,20,d0,1
0.97,0.2602869874856519,0.36033333333333334,-0.32524470867096184,ecdf,0.008765333654463706,2,20,d0,1
0.98,0.2628459518475579,0.363,-0.32283470811643855,ecdf,0.008779350773263361,2,20,d0,1
0.99,0.26540122881172484,0.367,-0.3241190961305395,ecdf,0.008799829543803674,2,20,d0,1
1,0.2679527876852174,0.36933333333333335,-0.32088877900086765,ecdf,0.008811474001214218,2,20,d0,1
0.01,1.9968965287930425e-5,3.2734034726662005e-5,-0.4942360211956077,logspline,NA,2,20,d1,1
0.02,7.987251167831175e-5,7.247988347470189e-5,0.097122705470811,logspline,NA,2,20,d1,1
0.03,1.7970059195475716e-4,1.2073951617483345e-4,0.3976566217171229,logspline,NA,2,20,d1,1
0.04,3.1943646476869237e-4,1.7933663314963436e-4,0.5772937239416681,logspline,NA,2,20,d1,1
0.05,4.990567006548705e-4,2.50485581569813e-4,0.6893183575983383,logspline,NA,2,20,d1,1
0.060000000000000005,7.185311904479147e-4,3.368750342023415e-4,0.7574970718904285,logspline,NA,2,20,d1,1
0.06999999999999999,9.778231560947156e-4,4.417693337392272e-4,0.7945409552072871,logspline,NA,2,20,d1,1
0.08,0.0012768891638560442,5.691043128018492e-4,0.8081183142393176,logspline,NA,2,20,d1,1
0.09,0.0016156791398892682,7.235100556157129e-4,0.8033962227728593,logspline,NA,2,20,d1,1
0.09999999999999999,0.001994136388202618,9.103267330856609e-4,0.784162765066163,logspline,NA,2,20,d1,1
0.11,0.0024121976109699917,0.0011356051298594483,0.7533725408534269,logspline,NA,2,20,d1,1
0.12,0.0028697929311938485,0.00140605733926781,0.7134503033613628,logspline,NA,2,20,d1,1
0.13,0.003366845917702334,0.0017289395484024295,0.6664681338837118,logspline,NA,2,20,d1,1
0.14,0.003903273612465338,0.002111848871048759,0.6142517828431975,logspline,NA,2,20,d1,1
0.15000000000000002,0.00447898656021282,0.0025624183690629763,0.5584453186166934,logspline,NA,2,20,d1,1
0.16,0.005093888840337327,0.003087900045832187,0.5005502915733132,logspline,NA,2,20,d1,1
0.17,0.005747878101061298,0.003694635480412984,0.4419488633873158,logspline,NA,2,20,d1,1
0.18000000000000002,0.006440845595848331,0.004387428212669902,0.38391660832635144,logspline,NA,2,20,d1,1
0.19,0.007172676222036374,0.005168868510204869,0.32762502995402154,logspline,NA,2,20,d1,1
0.2,0.007943248561669366,0.006039184695977514,0.27405331160803315,logspline,NA,2,20,d1,1
0.21000000000000002,0.008752434924502658,0.006996919829754802,0.2238619108481938,logspline,NA,2,20,d1,1
0.22,0.00960010139315625,0.008039224977083358,0.17744097754578603,logspline,NA,2,20,d1,1
0.23,0.010486107870388638,0.009162069872348941,0.13497919942786413,logspline,NA,2,20,d1,1
0.24000000000000002,0.011410308128462804,0.010360504882757773,0.09651619913236496,logspline,NA,2,20,d1,1
0.25,0.012372549860574828,0.011628955422990363,0.0619821527462182,logspline,NA,2,20,d1,1
0.26,0.013372674734314284,0.012961529950329499,0.031227690348541157,logspline,NA,2,20,d1,1
